"Main use","Detailed use","Used part","crop_code"
"medicinal","digestive system applications","roots","50044"
"medicinal","digestive system applications","entire plant","50044"
"food & beverage","vitamins","entire plant","50045"
"medicinal","metabolic system applications","shoots","50045"
"medicinal","digestive system applications","shoots","50045"
"medicinal","sensory applications","shoots","50045"
"medicinal","immune system applications","shoots","50045"
"food additive","condiment/seasoning","entire plant","50047"
"medicinal","digestive system applications","entire plant","50047"
"medicinal","immune system applications","entire plant","50047"
"medicinal","endocrine system applications","entire plant","50047"
"medicinal","digestive system applications","leaves","50048"
"medicinal","metabolic system applications","leaves","50048"
"medicinal","skin applications","leaves","50048"
"medicinal","muscular/skeletal applications","leaves","50048"
"environmental","ornamental/turf","entire plant","50471"
"medicinal","muscular/skeletal applications","flowers","50471"
"medicinal","nervous system applications","flowers","50471"
"medicinal","muscular/skeletal applications","roots","50471"
"medicinal","nervous system applications","roots","50471"
"medicinal","muscular/skeletal applications","seeds","50471"
"medicinal","nervous system applications","seeds","50471"
"poison","mammals","entire plant","50471"
"food additive","condiment/seasoning","roots","50472"
"medicinal","digestive system applications","roots","50472"
"medicinal","respiratory applications","roots","50472"
"medicinal","skin applications","roots","50472"
"animal food (feed)","vitamins","entire plant","74953"
"animal food (feed)","minerals","entire plant","74953"
"environmental","cover crop","entire plant","74953"
"environmental","ornamental/turf","entire plant","74953"
"animal food (feed)","vitamins","entire plant","74962"
"animal food (feed)","protein","entire plant","74962"
"medicinal","immune system applications","entire plant","74962"
"medicinal","digestive system applications","entire plant","74962"
"medicinal","genitourinary system applications","entire plant","74983"
"animal food (feed)","minerals","stems","74984"
"animal food (feed)","vitamins","leaves","74984"
"animal food (feed)","minerals","leaves","74984"
"material","timber wood","bark","74984"
"material","fibres","bark","74984"
"material","paper","bark","74984"
"fuels","fuelwood","bark","74984"
"fuels","charcoal","bark","74984"
"environmental","erosion control","entire plant","74984"
"environmental","shade & shelter","entire plant","74984"
"environmental","revegetation","entire plant","74984"
"environmental","pioneer","entire plant","74984"
"environmental","nitrogen fixation","roots","74984"
"environmental","mulch","leaves","74984"
"environmental","ornamental/turf","entire plant","74984"
"food & beverage","vitamins","leaves","75000"
"food & beverage","minerals","leaves","75000"
"medicinal","blood system applications","roots","75000"
"medicinal","skin applications","roots","75000"
"medicinal","nervous system applications","roots","75000"
"medicinal","respiratory applications","leaves","75000"
"medicinal","blood system applications","entire plant","75002"
"food & beverage","protein","fruits","75061"
"food & beverage","vitamins","fruits","75061"
"material","timber wood","bark","75061"
"material","miscellaneous","leaves","75061"
"fuels","non-wood fuel","fruits","75061"
"fuels","charcoal","fruits","75061"
"animal food (feed)","protein","fruits","75061"
"animal food (feed)","vitamins","fruits","75061"
"fuels","petroleum substitutes/alcohol","fruits","75061"
"animal food (feed)","vitamins","leaves","75752"
"animal food (feed)","minerals","leaves","75752"
"animal food (feed)","vitamins","leaves","75756"
"animal food (feed)","minerals","leaves","75756"
"material","timber wood","bark","75756"
"food & beverage","vitamins","seeds","76733"
"medicinal","","seeds","76733"
"environmental","nitrogen fixation","roots","77301"
"environmental","revegetation","entire plant","77301"
"environmental","erosion control","entire plant","77301"
"medicinal","","entire plant","77301"
"material","dye/tannin","","77301"
"poison","insects","","77301"
"environmental","ornamental/turf","entire plant","77795"
"poison","mammals","entire plant","77795"
"medicinal","muscular/skeletal applications","stems","77795"
"medicinal","genitourinary system applications","stems","77795"
"medicinal","genitourinary system applications","leaves","77795"
"animal food (feed)","vitamins","entire plant","77954"
"animal food (feed)","protein","entire plant","77954"
"animal food (feed)","vitamins","entire plant","78092"
"animal food (feed)","protein","entire plant","78092"
"environmental","manure/fertilizer","entire plant","78092"
"environmental","cover crop","entire plant","78092"
"animal food (feed)","vitamins","entire plant","78215"
"animal food (feed)","protein","entire plant","78215"
"animal food (feed)","vitamins","entire plant","78565"
"animal food (feed)","protein","entire plant","78565"
"environmental","pioneer","entire plant","78565"
"animal food (feed)","minerals","entire plant","83541"
"animal food (feed)","vitamins","entire plant","83541"
"food & beverage","vitamins","leaves","83541"
"food & beverage","minerals","leaves","83541"
"environmental","manure/fertilizer","entire plant","83541"
"fuels","fuelwood","bark","83552"
"material","dye/tannin","stems","83552"
"poison","mammals","stems","83552"
"poison","fish","stems","83552"
"medicinal","genitourinary system applications","stems","83552"
"medicinal","sensory applications","stems","83552"
"medicinal","nervous system applications","stems","83552"
"medicinal","blood system applications","stems","83552"
"environmental","agroforestry","entire plant","83552"
"animal food (feed)","minerals","leaves","126290"
"animal food (feed)","vitamins","leaves","126290"
"material","timber wood","bark","127113"
"material","paper","bark","127113"
"medicinal","","leaves","127113"
"environmental","ornamental/turf","entire plant","127113"
"animal food (feed)","vitamins","entire plant","127115"
"animal food (feed)","minerals","entire plant","127115"
"environmental","erosion control","entire plant","127115"
"food & beverage","vitamins","fruits","127526"
"food & beverage","minerals","fruits","127526"
"material","latex/rubber","bark","127526"
"medicinal","digestive system applications","entire plant","127526"
"medicinal","skin applications","entire plant","127526"
"environmental","ornamental/turf","entire plant","127526"
"food & beverage","vitamins","fruits","148253"
"food & beverage","minerals","fruits","148253"
"material","fibres","leaves","148253"
"material","timber wood","bark","148253"
"material","dye/tannin","","148253"
"medicinal","","","148253"
"medicinal","","flowers","148275"
"medicinal","","leaves","148275"
"medicinal","","roots","148275"
"environmental","ornamental/turf","entire plant","148275"
"animal food (feed)","vitamins","entire plant","148305"
"animal food (feed)","minerals","entire plant","148305"
"animal food (feed)","vitamins","entire plant","148306"
"animal food (feed)","minerals","entire plant","148306"
"environmental","erosion control","entire plant","148306"
"food & beverage","vitamins","roots","148964"
"food & beverage","minerals","roots","148964"
"poison","mammals","bark","148964"
"poison","mammals","leaves","148964"
"poison","mammals","fruits","148964"
"food & beverage","starch","roots","148966"
"food & beverage","vitamins","roots","148966"
"food & beverage","minerals","roots","148966"
"poison","mammals","leaves","148966"
"poison","mammals","bark","148966"
"poison","mammals","fruits","148966"
"poison","mammals","seeds","148966"
"poison","mammals","roots","148966"
"material","gums/resins","roots","148966"
"food & beverage","starch","roots","148967"
"food & beverage","protein","roots","148967"
"food & beverage","minerals","roots","148967"
"food & beverage","starch","bark","148967"
"food & beverage","protein","bark","148967"
"food & beverage","minerals","bark","148967"
"food & beverage","vitamins","leaves","148967"
"animal food (feed)","starch","roots","148967"
"animal food (feed)","protein","roots","148967"
"animal food (feed)","minerals","roots","148967"
"food & beverage","vitamins","fruits","148974"
"food & beverage","minerals","fruits","148974"
"food & beverage","vitamins","seeds","148974"
"food & beverage","minerals","seeds","148974"
"medicinal","immune system applications","fruits","148974"
"environmental","ornamental/turf","entire plant","148974"
"food & beverage","vitamins","fruits","149006"
"food & beverage","minerals","fruits","149006"
"poison","birds","stems","149006"
"poison","mammals","stems","149006"
"poison","birds","leaves","149006"
"poison","mammals","leaves","149006"
"poison","birds","flowers","149006"
"poison","mammals","flowers","149006"
"poison","birds","roots","149006"
"poison","mammals","roots","149006"
"material","timber wood","bark","196860"
"environmental","erosion control","entire plant","196860"
"environmental","shade & shelter","entire plant","196860"
"environmental","ornamental/turf","entire plant","196860"
"animal food (feed)","vitamins","entire plant","197462"
"animal food (feed)","protein","entire plant","197462"
"animal food (feed)","vitamins","entire plant","197464"
